procdet,pv,tipo,geojson,procedencia,empresa_informante,tejas_match,tejas_found_in
Bateria 1 Lomas de Ocampo,Venteo Bateria 1 Lomas de Ocampo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3745100004952,-37.9614100001466]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 1 El Caracol,Venteo Bateria 1 El Caracol,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4265000007208,-37.9000199997201]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 1 Borde Mocho,Venteo Bateria 1 Borde Mocho,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2770600001465,-38.1461400000746]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Estacion Motocompresora 7,Venteo Estacion Motocompresora 7,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2013100000886,-38.2598300003434]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Estacion Motocompresora 8,Venteo Estacion Motocompresora 8,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5182800005808,-38.2245399999335]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 1 Charco del Palenque,Venteo Bateria 1 Charco del Palenque,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2040400000542,-38.260739999759]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Estacion Motocompresora 9,Venteo Estacion Motocompresora 9,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3370800000526,-38.1613000002177]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Planta Jarilla Quemada,Venteo Planta de Acondicionamiento de Gas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9558300001966,-38.464130000188]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 2 Borde Montuoso,Venteo Bateria 2 Borde Montuoso,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5015368984464,-38.2247443846001]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Pozo LMe.x-1,FQ-LMe.x-1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.4414905887706,-38.1894489240456]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Pozo Am.x-1,FQ-Am.x-1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.4584666341771,-38.1867888195053]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Pozo EPN.x-1,FQ-EPN.x-1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.5826060435188,-38.1664792974152]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Pozo EPN.a-2,FQ-EPN.a-2,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.5825597871127,-38.1684273101988]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
BATCHI37,PV-BATCHI37,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.35134471,-37.327611873]}",PLANTA COMPRESORA,YPF S.A.,False,
Planta PTCG,FQ-PTCG,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.5044225227769,-38.1741054704439]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Pozo EJ.a-11,FQ-EJ.a-11,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.5052524921087,-38.1794413991011]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Bateria EJ-4,FQ-BAT-EJ-4,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.5193588683169,-38.1855689280635]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Puesto GuardiÃ¡n,Puesto GuardiÃ¡n,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.7789128595662,-23.9581225565319]}",YACIMIENTO,PRESIDENT PETROLEUM S.A.,False,
Pozo EC.x-3,FQ-EC.x-3,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.4205112642833,-38.172006270273]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Pozo EJ.a-12,FQ-EJ.a-12,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.4988729892968,-38.1782328217872]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Pozo EJ.a-14,FQ-EJ.a-14,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.4999292790129,-38.1914824822306]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
USPLLL10,USPLLL10-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.783953487,-38.442815965]}",YACIMIENTO,YPF S.A.,False,
BATSPD02,PV-BATSPD02,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.169093515,-37.677343719]}",PLANTA COMPRESORA,YPF S.A.,False,
USPSSE02,USPSSE02-SVENTEOS-EFL201,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1373301359999,-53.379466134]}",YACIMIENTO,YPF S.A.,False,
BATSPD03,PV-BATSPD03,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.200744373,-37.662234579]}",PLANTA COMPRESORA,YPF S.A.,False,
BATLOM22,PV-BATLOM22,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1917241629999,-37.331258238]}",PLANTA COMPRESORA,YPF S.A.,False,
PTGADA01,PTGADA01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.140770356,-38.231189108]}",YACIMIENTO,YPF S.A.,False,
USPLLL01,USPLLL01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.621868429,-38.486473997]}",YACIMIENTO,YPF S.A.,False,
TPL_PTC,PTC,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2805883540618,-37.3705827443188]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
Bateria 10 25 de Mayo-Medanito SE,Venteo Bateria 10,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8336791995884,-38.0794067386102]}",PLANTA COMPRESORA,Vista Oil & Gas Argentina SA,False,
Bateria 11 25 de Mayo-Medanito SE,Venteo Bateria 11,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8021240232558,-38.0878295893994]}",PLANTA COMPRESORA,Vista Oil & Gas Argentina SA,False,
Bateria 12 25 de Mayo-Medanito SE,Venteo Bateria 12,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8654174806703,-38.0578002929641]}",PLANTA COMPRESORA,Vista Oil & Gas Argentina SA,False,
Bateria 14 25 de Mayo-Medanito SE,Venteo Bateria 14,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8878784184788,-37.9556884768985]}",PLANTA COMPRESORA,Vista Oil & Gas Argentina SA,False,
Bateria 15 25 de Mayo-Medanito SE,Venteo Bateria 15,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9075927734475,-37.9940185544563]}",PLANTA COMPRESORA,Vista Oil & Gas Argentina SA,False,
Bateria 17 JagÃ¼el de los Machos,Venteo Bateria 17,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.7902832035926,-38.1176147459315]}",PLANTA COMPRESORA,Vista Oil & Gas Argentina SA,False,
Bateria 19 JagÃ¼el de los Machos,Venteo Bateria 19,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8010864260082,-38.1651000977786]}",PLANTA COMPRESORA,Vista Oil & Gas Argentina SA,False,
Dos Puntitas,Dos Puntitas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.9885417295949,-24.1147109456366]}",YACIMIENTO,PRESIDENT PETROLEUM S.A.,False,
Bateria 2 Charco Bayo,Venteo Bateria 2 Charco Bayo,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1122984985004,-38.1958455508844]}",PLANTA COMPRESORA,Vista Oil & Gas Argentina SA,False,
Planta Aguada San Roque,Planta Aguada San Roque,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.8541739699999,-38.0516696389999]}",YACIMIENTO,TOTAL AUSTRAL S.A.,False,
Planta Aguada Pichana,Planta Aguada Pichana,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1556611699999,-38.3881538889999]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
Bateria 1 Piedras Blancas,Venteo Bateria 1 Piedras Blancas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1551777555698,-38.1554920658795]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
BATSPD09,PV-BATSPD09,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.17034266,-37.6459146779999]}",PLANTA COMPRESORA,YPF S.A.,False,
BATERIA 1 PUESTO MOLINA,OESTE-ZV-BR-BATERIA  Venteo - EPn,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1553344817256,-37.2093802648054]}",PLANTA COMPRESORA,YPF S.A.,False,
CAÃADON AMARILLO,OESTE-RDLS-ZA-CAÃADON AMARILLO VTO CAM,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.4205528469395,-36.960788950986]}",PLANTA COMPRESORA,YPF S.A.,False,
MALAL DEL MEDIO,PILETA VENTEO BAT MDM,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6404610980011,-36.1401937353525]}",PLANTA COMPRESORA,YPF S.A.,False,
PUESTO MOLINA COMPRESORA,OESTE-RDLS-ZA  PTO MOLINA MZA VTO P MOL MZA,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1371929353823,-37.1755000045014]}",PLANTA COMPRESORA,YPF S.A.,False,
Planta Aguada San Roque,USP-4 San Roque,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0348296099999,-37.9624648089999]}",YACIMIENTO,TOTAL AUSTRAL S.A.,False,
PASO BARDA MENDOZA,OESTE-RDLS-ZA  P BARDA MZA VTO P BARDA MZA,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.4746602794335,-37.140874491115]}",PLANTA COMPRESORA,YPF S.A.,False,
CERRO FORTUNOSO,OESTE-MZAS-GAS-BAT CF-2,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3750690523947,-36.2255758020814]}",PLANTA COMPRESORA,YPF S.A.,False,
CERRO FORTUNOSO,OESTE-MZAS-GAS-BAT CF-3,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3877739395156,-36.2478656662673]}",PLANTA COMPRESORA,YPF S.A.,False,
BATCHI26,PV-BATCHI26,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3170295359999,-37.299936789]}",PLANTA COMPRESORA,YPF S.A.,False,
"SHE.Nq.CDL.e-7(h),SHE.Nq.CDL.e-8(h)",CDL4,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5395664726978,-38.3211031289428]}",YACIMIENTO,O&G DEVELOPMENTS LTD S.A.,False,
"SHE.Nq.SB.e-1005(h),SHE.Nq.SB.e-1006(h)",SB5,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.485575542223,-38.4669192671889]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
SHE.Nq.AM.x-2(h),AM2,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9799430079837,-37.6010864999224]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
Planta Aguada San Roque,Planta Aguada San Roque,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.8530281399999,-38.0526376089999]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
Planta Aguada San Roque,USP-3 San Roque,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9762494699999,-37.992588747]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
Planta Aguada San Roque,USP-4 San Roque,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0328037199999,-37.9643132189999]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
PCGLCE03,PCGLCE03-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.059012659,-46.4258449979999]}",YACIMIENTO,YPF S.A.,False,
BATLAC01,BATLAC01-SVENTEOS-EFL002,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.635645289,-38.286998102]}",YACIMIENTO,YPF S.A.,False,
Planta Cañadon Alfa,Bateria 1 Cañadon Alfa,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5883095299999,-52.7338587490912]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
Planta Cañadon Alfa,Bateria 2 Cañadon Alfa,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5438395599999,-52.7425079190913]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
Planta Cañadon Alfa,Bateria 3 Cañadon Alfa,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5593451699999,-52.7346347490913]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
Planta Cañadon Alfa,Bateria 4 Cañadon Alfa,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5250218899999,-52.7484356690914]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
BATLOM23,PV-BATLOM23,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2114766449999,-37.329242748]}",PLANTA COMPRESORA,YPF S.A.,False,
BATLOM36,PV-BATLOM36,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2411370459999,-37.347254801]}",PLANTA COMPRESORA,YPF S.A.,False,
BATECP01,BATECP01-SVENTEOS-SCC001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.805089086,-33.0712364469999]}",PLANTA COMPRESORA,YPF S.A.,False,
"SHE.Nq.CDL.x-3(d),SHE.Nq.CDL.e-4(h)",CDL2,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5268540344892,-38.3998973085986]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
"SHE.Nq.CDL.e-9(h),SHE.Nq.CDL.e-10(h),SHE.Nq.CDL.e-11(h)",CDL5,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5517361845097,-38.3234741632429]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
"SHE.Nq.CASO.x-1(h),SHE.Nq.CASO.x-2(h),SHE.Nq.CASO.x-3(h),SHE.Nq.CASO.x-4(h)",CASO2,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4794150002172,-38.4248810000392]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
SHE.Nq.CDL.x-1(h),CDL1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5385836477176,-38.3210890894424]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
SHE.Nq.SB.x-1001(h),SB1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4702909131971,-38.4941692930209]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
Sierras Blancas Production Facility,SB7,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4993597617636,-38.4546834276197]}",YACIMIENTO,O&G DEVELOPMENTS LTD S.A.,False,
"SHE.Nq.SB.e-1012(h),SHE.Nq.SB.e-1014(h),SHE.Nq.SB.e-1015(h)",SB8,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4742275476727,-38.4940836569185]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
SHE.Nq.SB.e-1004(h),SB4,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4841648296019,-38.4669389958785]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
"YPF.Nq.BAÃ±-43(h),YPF.Nq.BAÃ±-44",BANE2,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9124111709976,-38.2754312359204]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
SHE.Nq.BAÃ±-7(h),BANE1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0238087055805,-38.2313645618645]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
SHE.Nq.BAÃ±-1005,BANE3,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0219392807779,-38.2305177117924]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
"SHE.Nq.SB.e-1012(h),SHE.Nq.SB.e-1013(h),SHE.Nq.SB.e-1014(h)",SB9,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4716856238008,-38.494143370913]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
SHE.Nq.SB.x-1003,SB3,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3976709300285,-38.4566614929845]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
SHE.Nq.AM.x-1(h),AM1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0921096783642,-37.6762403849832]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
SHE.Nq.AM.e-5(h),AM4,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.090370291394,-37.6756862166993]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
SHE.Nq.AM.e-6(h),AM5,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0903714445573,-37.6765865099568]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
SHE.Nq.SB.s-1008,SB6,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4989115646005,-38.4536164490101]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
SHE.Nq.SB.x-1002(h),SB2,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4179214199305,-38.5205978627956]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
BATFLM01,BATFLM01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6588192849999,-37.279245799]}",YACIMIENTO,YPF S.A.,False,
BATCHI03,PV-BATCHI03,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.295627172,-37.336058323]}",PLANTA COMPRESORA,YPF S.A.,False,
BATSCB01,PV-BATSCB01,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.734477134,-37.621324019]}",PLANTA COMPRESORA,YPF S.A.,False,
USPSSE01,USPSSE01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0996635779999,-53.406771686]}",YACIMIENTO,YPF S.A.,False,
BATPES01,BATPES01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.052791928,-38.855851491]}",YACIMIENTO,YPF S.A.,False,
USPSBR04,USPSBR04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9184549349999,-38.747801048]}",YACIMIENTO,YPF S.A.,False,
BATRCO01,BATRCO01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.061539346,-38.82543715]}",YACIMIENTO,YPF S.A.,False,
BATRNQ04,BATRNQ04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.19667989,-38.709169198]}",YACIMIENTO,YPF S.A.,False,
USPRDM02,USPRDM02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.337474441,-38.563979758]}",YACIMIENTO,YPF S.A.,False,
BATLOM18,PV-BATLOM18,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2503439,-37.349708842]}",PLANTA COMPRESORA,YPF S.A.,False,
Pozo ADA.x-1,FQ-ADA.x-1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2342495220379,-37.4680082960151]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Cluster 5,Antorcha,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.8163689977186,-38.0815828132982]}",YACIMIENTO,TOTAL AUSTRAL S.A.,False,
Cluster Norte,Antorcha,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1756923783702,-38.2927553740001]}",YACIMIENTO,TOTAL AUSTRAL S.A.,False,
Planta Loma Las Yeguas,Fosa LLY,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.8529749391865,-38.0526935335393]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
Planta Loma Las Yeguas,Antorcha LLY,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.8542089680188,-38.0516850303822]}",YACIMIENTO,TOTAL AUSTRAL S.A.,False,
Los Bastos,Venteo de Planta Los Bastos,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.721,-38.8404046009]}",YACIMIENTO,TECPETROL S.A.,False,
BATCHI34,PV-BATCHI34,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.26766622,-37.3546119869999]}",PLANTA COMPRESORA,YPF S.A.,False,
25 de Mayo-Medanito SE,Venteo Bat 10,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8336791992188,-38.0794067382812]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
25 de Mayo-Medanito SE,Venteo Bat 11,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8021240234375,-38.0878295898438]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
25 de Mayo-Medanito SE,Venteo Bat 12,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8654174804688,-38.0578002929688]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
25 de Mayo-Medanito SE,Venteo Bat 14,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8878784179688,-37.9556884765625]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
25 de Mayo-Medanito SE,Venteo Bat 15,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9075927734375,-37.9940185546875]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
25 de Mayo-Medanito SE,Venteo Bat 16,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8056030273438,-38.0537109375]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
Jagüel de los Machos,Venteo Bat 17,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.790283203125,-38.1176147460938]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
Jagüel de los Machos,Venteo Bat 19,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8010864257812,-38.1651000976562]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
Jagüel de los Machos,Venteo Bat 20,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.6351928710938,-38.1790161132812]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
Aguada de la Arena,Antorcha,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.14111328125,-38.2283935546875]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Aguada de la Arena,CO2-Membr,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.14111328125,-38.2283935546875]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Aguada de la Arena,Venteo Permeato,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.14111328125,-38.2283935546875]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
El Mangrullo,Antorcha,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.4415283203125,-38.5734252929688]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Rio Neuquen,Antorcha Bat 01,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2009887695312,-38.7368774414062]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Rio Neuquen,Antorcha Bat 02,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1688232421875,-38.7136840820312]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Rio Neuquen,Antorcha Bat 03,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2266845703125,-38.7496948242188]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Rio Neuquen,Antorcha Bat 04,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1964111328125,-38.7081298828125]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Rio Neuquen,Antorcha Bat 05,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.154296875,-38.7470092773438]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Rio Neuquen,Antorcha Bat 06,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.25830078125,-38.6953125]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Rio Neuquen,Antorcha Bat 07,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.150390625,-38.7286987304688]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
25 de Mayo-Medanito SE,Venteo Bat 01,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8526000976562,-38.017822265625]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
25 de Mayo-Medanito SE,Venteo Bat 02,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8295288085938,-38.0380249023438]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
25 de Mayo-Medanito SE,Venteo Bat 03,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8740844726562,-37.9921875]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
25 de Mayo-Medanito SE,Venteo Bat 04,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.819091796875,-37.9921264648438]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
25 de Mayo-Medanito SE,Venteo Bat 05,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.6820068359375,-38.0247802734375]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
25 de Mayo-Medanito SE,Venteo Bat 06,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8392944335938,-37.9498901367188]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
25 de Mayo-Medanito SE,Venteo Bat 07,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8643798828125,-37.95361328125]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
