procdet,pv,tipo,geojson,procedencia,empresa_informante,tejas_match,tejas_found_in
PTCLAS01,PTCLAS01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.623250879,-38.298124037]}",YACIMIENTO,YPF S.A.,False,
USPADA02,USPADA02-SVENTEOS-EFL001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.077348623,-38.116994626]}",PLANTA COMPRESORA,YPF S.A.,False,
USPLRI01,USPLRI01-SVENTEOS-EFL001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.007317512,-38.429901942]}",PLANTA COMPRESORA,YPF S.A.,False,
BATBDT01,BATBDT01-SVENTEOS-EFL001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.131940127,-37.578627232]}",PLANTA COMPRESORA,YPF S.A.,False,
BACDY03,PV BACDY03,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.013852178,-37.347807631]}",YACIMIENTO,YPF S.A.,False,
PCGPM02,PV PCGPM02,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.115149629,-37.216660782]}",YACIMIENTO,YPF S.A.,False,
PCGECH01,PCGECH01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.5483404079999,-46.4545542339999]}",YACIMIENTO,YPF S.A.,False,
PCGMBR04,PCGMBR04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.699057118,-45.683780048]}",YACIMIENTO,YPF S.A.,False,
BATPBD01,BATPBD01-SVENTEOS-EFL001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.47466028,-37.140874491]}",PLANTA COMPRESORA,YPF S.A.,False,
PCGPBD01,PCGPBD01-SVENTEOS_EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.501543655,-37.187147981]}",YACIMIENTO,YPF S.A.,False,
PCGELP01,PCGELP01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.66299423,-37.1425898799999]}",YACIMIENTO,YPF S.A.,False,
BATUGT03,BATUGT03-SVENTEOS-SCC001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.967741705,-33.3055980829999]}",YACIMIENTO,YPF S.A.,False,
BATLLA06,BATLLA06,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2179012679999,-35.6399904529999]}",YACIMIENTO,YPF S.A.,False,
BATCPI04,BATCPI04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.522164092,-53.0111721709999]}",YACIMIENTO,YPF S.A.,False,
PCGLCG07,PCGLCG07-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.903261428,-46.478916445]}",YACIMIENTO,YPF S.A.,False,
PTGLPC01,PTGLPC01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.259715715,-46.1954058429999]}",YACIMIENTO,YPF S.A.,False,
PCGLPC08,PCGLPC08-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.161935923,-46.0962766869999]}",YACIMIENTO,YPF S.A.,False,
PTGCPI01,PTGCPI01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5146813859999,-53.039182161]}",YACIMIENTO,YPF S.A.,False,
BATSCB01,BATSCB01-SVENTEOS-EFL101,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.396362981,-52.9967172779999]}",PLANTA COMPRESORA,YPF S.A.,False,
BATCPI02,BATCPI02-SVENTEOS,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5456664239999,-53.000247131]}",PLANTA COMPRESORA,YPF S.A.,False,
BATCPI03,BATCPI03-SVENTEOS-EFL003,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.466167578,-53.070815781]}",YACIMIENTO,YPF S.A.,False,
BATLSN01,BATLSN01-SVENTEOS-EFL101,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3660967929999,-53.3709539979999]}",YACIMIENTO,YPF S.A.,False,
BATCLE01,BATCLE01-SVENTEOS-MEDG006,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.519843486,-53.3283166649999]}",PLANTA COMPRESORA,YPF S.A.,False,
BATCSI01,BATCSI01-SVENTEOS-EFL101,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.372557604,-53.484642476]}",YACIMIENTO,YPF S.A.,False,
PTGSSE01,PTGSSE01-SVENTEOS-EFL200,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.152485777,-53.3600571109999]}",YACIMIENTO,YPF S.A.,False,
USPSSE03,USPSSE03-SVENTEOS-EFL301,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1478421039999,-53.3497415379999]}",YACIMIENTO,YPF S.A.,False,
BATVIZ04,BATVIZ04-SVENTEOS-SCC001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.398482195,-33.5719521949999]}",YACIMIENTO,YPF S.A.,False,
BATVIZ05,BATVIZ05-SVENTEOS-SCC001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.389716246,-33.587517599]}",YACIMIENTO,YPF S.A.,False,
BATVIZ06,BATVIZ06-SVENTEOS-SCC001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3885561119999,-33.613227363]}",YACIMIENTO,YPF S.A.,False,
BATVIZ10,BATVIZ10-SVENTEOS-SCC001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.491232226,-33.5421956989999]}",YACIMIENTO,YPF S.A.,False,
BATRNQ02,BATRNQ02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1683799639999,-38.7138989809999]}",YACIMIENTO,YPF S.A.,False,
BATCFT03,BATCFT03-SVENTEOS-SCC001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.386995766,-36.247736327]}",PLANTA COMPRESORA,YPF S.A.,False,
PCGLCA01,PCGLCA01-SVENTEOS-SCC001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.652815195,-36.086770665]}",YACIMIENTO,YPF S.A.,False,
BATRGD28,BATRGD28-SVENTEOS-SCC001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.605653246,-36.2165786219999]}",PLANTA COMPRESORA,YPF S.A.,False,
PRGCSE01,PRGCSE01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.632218645,-46.5470761449999]}",YACIMIENTO,YPF S.A.,False,
PTGCSE02,PTGCSE02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.6302180019999,-46.548437478]}",YACIMIENTO,YPF S.A.,False,
BATLCZ02,BATLCZ02-SVENTEOS-SCTRL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.717307975,-33.250614425]}",YACIMIENTO,YPF S.A.,False,
BATLCZ04,BATLCZ04-SVENTEOS,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.726360313,-33.2224687359999]}",PLANTA COMPRESORA,YPF S.A.,False,
BATBCA12,BATBCA12-SVENTEOS-SCC001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.793517634,-33.154664926]}",PLANTA COMPRESORA,YPF S.A.,False,
BATBCA08,BATBCA08-SVENTEOS-SCC001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7827864129999,-33.1766703829999]}",PLANTA COMPRESORA,YPF S.A.,False,
BATMDM01,BATMDM01-SVENTEOS-SCC001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.639792879,-36.140853864]}",PLANTA COMPRESORA,YPF S.A.,False,
BATBCA10,BATBCA10-SVENTEOS-SCC001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7805897,-33.196553003]}",PLANTA COMPRESORA,YPF S.A.,False,
BATBCN02,BATBCN02-SVENTEOS-SCC001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.785551316,-33.131047758]}",PLANTA COMPRESORA,YPF S.A.,False,
PTCBCA01,PTCBCA01-SVENTEOS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7626357729999,-33.161375945]}",YACIMIENTO,YPF S.A.,False,
BATVAM01,PV-BATVAM01,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.919742168,-37.690910195]}",PLANTA COMPRESORA,YPF S.A.,False,
PCGSCB01,PV-PCGSCB01,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7360231549999,-37.624281986]}",PLANTA COMPRESORA,YPF S.A.,False,
BATCHO01,PV-BATCHO01,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5169050919999,-37.4657332089999]}",PLANTA COMPRESORA,YPF S.A.,False,
MALAL DEL MEDIO,FOSA DE QUEMA MDM-78,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6422337256511,-36.196759176929]}",PLANTA COMPRESORA,YPF S.A.,False,
MALAL DEL MEDIO,PILETA VENTEO BAT MDM,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.640458605381,-36.1401881375757]}",PLANTA COMPRESORA,YPF S.A.,False,
RIO GRANDE,PILETA DE VENTEO BAT RGD-28,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6059628181063,-36.2160470748192]}",PLANTA COMPRESORA,YPF S.A.,False,
