COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,,,,,,
PRODUCCION POR UBICACIÓN,,,,,,,,,,
Datos de producción mensual cuenca y ubicación.,,,,,,,,,,
Datos a enero - 2025.,,,,,,,,,,
Notas: Las unidades corresponden a Miles de barriles diarios (Mbd) y Millones de pies cúbicos diarios (MMpcd).,,,,,,,,,,
La serie de nitrógeno se comienza a reportar a partir de 2016.,,,,,,,,,,
"A partir de 2016 se contabiliza la producción de petróleo a una temperatura de 15.56 grados Celsius, de conformidad",,,,,,,,,,
Hidrocarburos líquidos: Se refiere a la suma de petróleo y condensado.,,,,,,,,,,
con lo establecido en los Lineamientos Técnicos en Materia de Medición de Hidrocarburos.,,,,,,,,,,
,,,,,,,,,,
FECHA,CUENCA,UBICACION,HIDROCARBUROS_LIQUIDOS_MBD,PETROLEO_MBD,CONDENSADO_MBD,GAS_MMPCD,GAS_ASOCIADO_MMPCD,GAS_NO_ASOCIADO_MMPCD,NITROGENO_MMPCD,AGUA_MBD
06/2007,Burgos,Terrestre,0.0,0.0,0.0,1389.675536,0.0,1389.675536,0.0,0.0
05/2007,Burgos,Terrestre,0.0,0.0,0.0,1390.691773,0.0,1390.691773,0.0,0.0
04/2007,Burgos,Terrestre,0.0,0.0,0.0,1378.829978,0.0,1378.829978,0.0,0.0
03/2007,Burgos,Terrestre,0.0,0.0,0.0,1378.136782,0.0,1378.136782,0.0,0.0
02/2007,Burgos,Terrestre,0.0,0.0,0.0,1361.165912,0.0,1361.165912,0.0,0.0
01/2007,Burgos,Terrestre,0.0,0.0,0.0,1367.248473,0.0,1367.248473,0.0,0.0
12/2006,Burgos,Terrestre,0.0,0.0,0.0,1354.232584,0.0,1354.232584,0.0,0.0
11/2006,Burgos,Terrestre,0.0,0.0,0.0,1344.271769,0.0,1344.271769,0.0,0.0
10/2006,Burgos,Terrestre,0.0,0.0,0.0,1339.806274,0.0,1339.806274,0.0,0.0
09/2006,Burgos,Terrestre,0.0,0.0,0.0,1338.690485,0.0,1338.690485,0.0,0.0
08/2006,Burgos,Terrestre,0.0,0.0,0.0,1335.746163,0.0,1335.746163,0.0,0.0
07/2006,Burgos,Terrestre,0.0,0.0,0.0,1327.410246,0.0,1327.410246,0.0,0.0
06/2006,Burgos,Terrestre,0.0,0.0,0.0,1333.010193,0.0,1333.010193,0.0,0.0
05/2006,Burgos,Terrestre,0.0,0.0,0.0,1319.312032,0.0,1319.312032,0.0,0.0
04/2006,Burgos,Terrestre,0.0,0.0,0.0,1303.25281,0.0,1303.25281,0.0,0.0
03/2006,Burgos,Terrestre,0.0,0.0,0.0,1304.603755,0.0,1304.603755,0.0,0.0
02/2006,Burgos,Terrestre,0.0,0.0,0.0,1296.009595,0.0,1296.009595,0.0,0.0
01/2006,Burgos,Terrestre,0.0,0.0,0.0,1289.720077,0.0,1289.720077,0.0,0.0
12/2005,Burgos,Terrestre,0.0,0.0,0.0,1286.52812,0.0,1286.52812,0.0,0.0
11/2005,Burgos,Terrestre,0.0,0.0,0.0,1267.73773,0.0,1267.73773,0.0,0.0
10/2005,Burgos,Terrestre,0.0,0.0,0.0,1263.742781,0.0,1263.742781,0.0,0.0
09/2005,Burgos,Terrestre,0.0,0.0,0.0,1247.815676,0.0,1247.815676,0.0,0.0
08/2005,Burgos,Terrestre,0.0,0.0,0.0,1234.508739,0.0,1234.508739,0.0,0.0
07/2005,Burgos,Terrestre,0.0,0.0,0.0,1216.239701,0.0,1216.239701,0.0,0.0
06/2005,Burgos,Terrestre,0.0,0.0,0.0,1211.978925,0.0,1211.978925,0.0,0.0
05/2005,Burgos,Terrestre,0.0,0.0,0.0,1204.085224,0.0,1204.085224,0.0,0.0
04/2005,Burgos,Terrestre,0.0,0.0,0.0,1178.859149,0.0,1178.859149,0.0,0.0
03/2005,Burgos,Terrestre,0.0,0.0,0.0,1161.226546,0.0,1161.226546,0.0,0.0
02/2005,Burgos,Terrestre,0.0,0.0,0.0,1140.848053,0.0,1140.848053,0.0,0.0
01/2005,Burgos,Terrestre,0.0,0.0,0.0,1120.524719,0.0,1120.524719,0.0,0.0
12/2004,Burgos,Terrestre,0.0,0.0,0.0,1104.982651,0.0,1104.982651,0.0,0.0
11/2004,Burgos,Terrestre,0.0,0.0,0.0,1108.397916,0.0,1108.397916,0.0,0.0
10/2004,Burgos,Terrestre,0.0,0.0,0.0,1106.773095,0.0,1106.773095,0.0,0.0
09/2004,Burgos,Terrestre,0.0,0.0,0.0,1108.797153,0.0,1108.797153,0.0,0.0
08/2004,Burgos,Terrestre,0.0,0.0,0.0,1107.058886,0.0,1107.058886,0.0,0.0
07/2004,Burgos,Terrestre,0.0,0.0,0.0,1100.480354,0.0,1100.480354,0.0,0.0
06/2004,Burgos,Terrestre,0.0,0.0,0.0,1072.72088,0.0,1072.72088,0.0,0.0
05/2004,Burgos,Terrestre,0.0,0.0,0.0,1087.625177,0.0,1087.625177,0.0,0.0
04/2004,Burgos,Terrestre,0.0,0.0,0.0,1084.275319,0.0,1084.275319,0.0,0.0
03/2004,Burgos,Terrestre,0.0,0.0,0.0,1069.560464,0.0,1069.560464,0.0,0.0
02/2004,Burgos,Terrestre,0.0,0.0,0.0,1048.533547,0.0,1048.533547,0.0,0.0
01/2004,Burgos,Terrestre,0.0,0.0,0.0,1059.991585,0.0,1059.991585,0.0,0.0
12/2003,Burgos,Terrestre,0.0,0.0,0.0,1056.335487,0.0,1056.335487,0.0,0.0
11/2003,Burgos,Terrestre,0.0,0.0,0.0,1001.754807,0.0,1001.754807,0.0,0.0
10/2003,Burgos,Terrestre,0.0,0.0,0.0,1044.733003,0.0,1044.733003,0.0,0.0
09/2003,Burgos,Terrestre,0.0,0.0,0.0,1033.062856,0.0,1033.062856,0.0,0.0
08/2003,Burgos,Terrestre,0.0,0.0,0.0,1025.825962,0.0,1025.825962,0.0,0.0
07/2003,Burgos,Terrestre,0.0,0.0,0.0,1033.506764,0.0,1033.506764,0.0,0.0
06/2003,Burgos,Terrestre,0.0,0.0,0.0,1025.138932,0.0,1025.138932,0.0,0.0
05/2003,Burgos,Terrestre,0.0,0.0,0.0,1008.218767,0.0,1008.218767,0.0,0.0
04/2003,Burgos,Terrestre,0.0,0.0,0.0,1012.83019,0.0,1012.83019,0.0,0.0
03/2003,Burgos,Terrestre,0.0,0.0,0.0,1020.658716,0.0,1020.658716,0.0,0.0
02/2003,Burgos,Terrestre,0.0,0.0,0.0,1007.736867,0.0,1007.736867,0.0,0.0
01/2003,Burgos,Terrestre,0.0,0.0,0.0,1017.226061,0.0,1017.226061,0.0,0.0
12/2002,Burgos,Terrestre,0.0,0.0,0.0,1012.844014,0.0,1012.844014,0.0,0.0
11/2002,Burgos,Terrestre,0.0,0.0,0.0,979.610948,0.0,979.610948,0.0,0.0
10/2002,Burgos,Terrestre,0.0,0.0,0.0,977.532707,0.0,977.532707,0.0,0.0
09/2002,Burgos,Terrestre,0.0,0.0,0.0,963.774038,0.0,963.774038,0.0,0.0
08/2002,Burgos,Terrestre,0.0,0.0,0.0,999.567803,0.0,999.567803,0.0,0.0
07/2002,Burgos,Terrestre,0.0,0.0,0.0,1002.070099,0.0,1002.070099,0.0,0.0
06/2002,Burgos,Terrestre,0.0,0.0,0.0,1004.341825,0.0,1004.341825,0.0,0.0
05/2002,Burgos,Terrestre,0.0,0.0,0.0,1020.251985,0.0,1020.251985,0.0,0.0
04/2002,Burgos,Terrestre,0.0,0.0,0.0,1014.861255,0.0,1014.861255,0.0,0.0
03/2002,Burgos,Terrestre,0.0,0.0,0.0,1001.719288,0.0,1001.719288,0.0,0.0
02/2002,Burgos,Terrestre,0.0,0.0,0.0,1019.915515,0.0,1019.915515,0.0,0.0
01/2002,Burgos,Terrestre,0.0,0.0,0.0,998.931474,0.0,998.931474,0.0,0.0
12/2001,Burgos,Terrestre,0.0,0.0,0.0,1003.525498,0.0,1003.525498,0.0,0.0
11/2001,Burgos,Terrestre,0.0,0.0,0.0,1009.438968,0.0,1009.438968,0.0,0.0
10/2001,Burgos,Terrestre,0.0,0.0,0.0,938.484104,0.0,938.484104,0.0,0.0
09/2001,Burgos,Terrestre,0.0,0.0,0.0,872.540544,0.0,872.540544,0.0,0.0
08/2001,Burgos,Terrestre,0.0,0.0,0.0,997.390541,0.0,997.390541,0.0,0.0
07/2001,Burgos,Terrestre,0.0,0.0,0.0,989.005219,0.0,989.005219,0.0,0.0
06/2001,Burgos,Terrestre,0.0,0.0,0.0,986.983507,0.0,986.983507,0.0,0.0
05/2001,Burgos,Terrestre,0.0,0.0,0.0,989.607428,0.0,989.607428,0.0,0.0
04/2001,Burgos,Terrestre,0.0,0.0,0.0,989.322382,0.0,989.322382,0.0,0.0
03/2001,Burgos,Terrestre,0.0,0.0,0.0,999.183007,0.0,999.183007,0.0,0.0
02/2001,Burgos,Terrestre,0.0,0.0,0.0,993.761236,0.0,993.761236,0.0,0.0
01/2001,Burgos,Terrestre,0.0,0.0,0.0,990.779356,0.0,990.779356,0.0,0.0
12/2000,Burgos,Terrestre,0.0,0.0,0.0,1002.67208,0.0,1002.67208,0.0,0.0
11/2000,Burgos,Terrestre,0.0,0.0,0.0,1005.760747,0.0,1005.760747,0.0,0.0
10/2000,Burgos,Terrestre,0.0,0.0,0.0,999.434343,0.0,999.434343,0.0,0.0
09/2000,Burgos,Terrestre,0.0,0.0,0.0,991.770981,0.0,991.770981,0.0,0.0
08/2000,Burgos,Terrestre,0.0,0.0,0.0,999.137329,0.0,999.137329,0.0,0.0
07/2000,Burgos,Terrestre,0.0,0.0,0.0,1005.516994,0.0,1005.516994,0.0,0.0
06/2000,Burgos,Terrestre,0.0,0.0,0.0,997.494302,0.0,997.494302,0.0,0.0
05/2000,Burgos,Terrestre,0.0,0.0,0.0,988.095312,0.0,988.095312,0.0,0.0
04/2000,Burgos,Terrestre,0.0,0.0,0.0,893.426244,0.0,893.426244,0.0,0.0
03/2000,Burgos,Terrestre,0.0,0.0,0.0,998.918264,0.0,998.918264,0.0,0.0
02/2000,Burgos,Terrestre,0.0,0.0,0.0,1000.686824,0.0,1000.686824,0.0,0.0
01/2000,Burgos,Terrestre,0.0,0.0,0.0,1003.467412,0.0,1003.467412,0.0,0.0
12/1999,Burgos,Terrestre,0.0,0.0,0.0,987.489365,0.0,987.489365,0.0,0.0
11/1999,Burgos,Terrestre,0.0,0.0,0.0,986.334993,0.0,986.334993,0.0,0.0
10/1999,Burgos,Terrestre,0.0,0.0,0.0,994.734171,0.0,994.734171,0.0,0.0
09/1999,Burgos,Terrestre,0.0,0.0,0.0,1014.665378,0.0,1014.665378,0.0,0.0
08/1999,Burgos,Terrestre,0.0,0.0,0.0,1021.69799,0.0,1021.69799,0.0,0.0
07/1999,Burgos,Terrestre,0.0,0.0,0.0,1002.423188,0.0,1002.423188,0.0,0.0
06/1999,Burgos,Terrestre,0.0,0.0,0.0,972.902927,0.0,972.902927,0.0,0.0
05/1999,Burgos,Terrestre,0.0,0.0,0.0,985.852519,0.0,985.852519,0.0,0.0
04/1999,Burgos,Terrestre,0.0,0.0,0.0,950.740214,0.0,950.740214,0.0,0.0
03/1999,Burgos,Terrestre,0.0,0.0,0.0,802.238863,0.0,802.238863,0.0,0.0
02/1999,Burgos,Terrestre,0.0,0.0,0.0,859.894341,0.0,859.894341,0.0,0.0
01/1999,Burgos,Terrestre,0.0,0.0,0.0,878.600559,0.0,878.600559,0.0,0.0
12/1998,Burgos,Terrestre,0.0,0.0,0.0,834.228898,0.0,834.228898,0.0,0.0
11/1998,Burgos,Terrestre,0.0,0.0,0.0,820.541959,0.0,820.541959,0.0,0.0
10/1998,Burgos,Terrestre,0.029014,0.029014,0.0,795.690861,0.010367,795.680494,0.0,0.0
09/1998,Burgos,Terrestre,0.069188,0.069188,0.0,783.083097,0.02472,783.058377,0.0,0.0
08/1998,Burgos,Terrestre,0.069188,0.069188,0.0,745.240718,0.02472,745.215998,0.0,0.0
07/1998,Burgos,Terrestre,0.069188,0.069188,0.0,710.717156,0.02472,710.692436,0.0,0.0
06/1998,Burgos,Terrestre,0.069188,0.069188,0.0,675.708177,0.02472,675.683457,0.0,0.0
05/1998,Burgos,Terrestre,0.085014,0.085014,0.0,673.239204,0.027682,673.211522,0.0,0.0
04/1998,Burgos,Terrestre,0.087848,0.087848,0.0,659.892509,0.028252,659.864257,0.0,0.0
03/1998,Burgos,Terrestre,0.090292,0.090292,0.0,651.739078,0.029293,651.709785,0.0,0.0
02/1998,Burgos,Terrestre,0.088057,0.088057,0.0,622.236956,0.028252,622.208704,0.0,0.0
01/1998,Burgos,Terrestre,0.088057,0.088057,0.0,594.044261,0.028252,594.016009,0.0,0.0
12/1997,Burgos,Terrestre,0.088057,0.088057,0.0,541.3359,0.028252,541.307648,0.0,0.0
11/1997,Burgos,Terrestre,0.088057,0.088057,0.0,507.159461,0.028252,507.131209,0.0,0.0
10/1997,Burgos,Terrestre,0.08826,0.08826,0.0,500.516552,0.028252,500.4883,0.0,0.0
09/1997,Burgos,Terrestre,0.088057,0.088057,0.0,479.912338,0.028252,479.884086,0.0,0.0
08/1997,Burgos,Terrestre,0.088057,0.088057,0.0,474.11795,0.028252,474.089698,0.0,0.0
07/1997,Burgos,Terrestre,0.088057,0.088057,0.0,472.502746,0.028252,472.474494,0.0,0.0
06/1997,Burgos,Terrestre,0.088057,0.088057,0.0,451.311634,0.028252,451.283382,0.0,0.0
05/1997,Burgos,Terrestre,0.088057,0.088057,0.0,428.323139,0.028252,428.294887,0.0,0.0
04/1997,Burgos,Terrestre,0.088057,0.088057,0.0,430.617211,0.028252,430.588959,0.0,0.0
03/1997,Burgos,Terrestre,0.088057,0.088057,0.0,412.467476,0.028252,412.439224,0.0,0.0
02/1997,Burgos,Terrestre,0.088057,0.088057,0.0,411.041899,0.028252,411.013647,0.0,0.0
01/1997,Burgos,Terrestre,0.088057,0.088057,0.0,386.140826,0.028252,386.112574,0.0,0.0
12/1996,Burgos,Terrestre,0.088057,0.088057,0.0,380.544336,0.028252,380.516084,0.0,0.0
11/1996,Burgos,Terrestre,0.088057,0.088057,0.0,376.708559,0.028252,376.680307,0.0,0.0
10/1996,Burgos,Terrestre,0.08826,0.08826,0.0,373.350766,0.028366,373.3224,0.0,0.0
09/1996,Burgos,Terrestre,0.088057,0.088057,0.0,366.954649,0.028252,366.926397,0.0,0.0
08/1996,Burgos,Terrestre,0.090289,0.090289,0.0,360.757929,0.029471,360.728458,0.0,0.0
07/1996,Burgos,Terrestre,0.088057,0.088057,0.0,342.997223,0.028252,342.968971,0.0,0.0
06/1996,Burgos,Terrestre,0.088057,0.088057,0.0,348.620453,0.028252,348.592201,0.0,0.0
05/1996,Burgos,Terrestre,0.088057,0.088057,0.0,346.93879,0.028252,346.910538,0.0,0.0
04/1996,Burgos,Terrestre,0.087848,0.087848,0.0,327.667756,0.028134,327.639622,0.0,0.0
03/1996,Burgos,Terrestre,0.088057,0.088057,0.0,292.949793,0.028252,292.921541,0.0,0.0
02/1996,Burgos,Terrestre,0.088057,0.088057,0.0,303.934297,0.028252,303.906045,0.0,0.0
01/1996,Burgos,Terrestre,0.088057,0.088057,0.0,296.46534,0.028252,296.437088,0.0,0.0
12/1995,Burgos,Terrestre,0.08806,0.08806,0.0,291.719729,0.028251,291.691478,0.0,0.0
11/1995,Burgos,Terrestre,0.08806,0.08806,0.0,296.970456,0.028251,296.942205,0.0,0.0
10/1995,Burgos,Terrestre,0.08806,0.08806,0.0,285.109184,0.028251,285.080933,0.0,0.0
09/1995,Burgos,Terrestre,0.08806,0.08806,0.0,279.290133,0.028251,279.261882,0.0,0.0
08/1995,Burgos,Terrestre,0.08806,0.08806,0.0,267.537731,0.028251,267.50948,0.0,0.0
07/1995,Burgos,Terrestre,0.08806,0.08806,0.0,239.557399,0.028251,239.529148,0.0,0.0
06/1995,Burgos,Terrestre,0.08806,0.08806,0.0,214.523156,0.028251,214.494905,0.0,0.0
05/1995,Burgos,Terrestre,0.08806,0.08806,0.0,216.27446,0.028251,216.246209,0.0,0.0
04/1995,Burgos,Terrestre,0.08806,0.08806,0.0,211.828519,0.028251,211.800268,0.0,0.0
03/1995,Burgos,Terrestre,0.08806,0.08806,0.0,212.133976,0.028251,212.105725,0.0,0.0
02/1995,Burgos,Terrestre,0.08806,0.08806,0.0,209.340208,0.028251,209.311957,0.0,0.0
01/1995,Burgos,Terrestre,0.08806,0.08806,0.0,192.644216,0.028251,192.615965,0.0,0.0
12/1994,Burgos,Terrestre,0.08806,0.08806,0.0,188.376922,0.028251,188.348671,0.0,0.0
11/1994,Burgos,Terrestre,0.08806,0.08806,0.0,187.622525,0.028251,187.594274,0.0,0.0
10/1994,Burgos,Terrestre,0.08806,0.08806,0.0,189.782372,0.028251,189.754121,0.0,0.0
09/1994,Burgos,Terrestre,0.08806,0.08806,0.0,192.531781,0.028251,192.50353,0.0,0.0
08/1994,Burgos,Terrestre,0.08806,0.08806,0.0,197.618299,0.028251,197.590048,0.0,0.0
07/1994,Burgos,Terrestre,0.08806,0.08806,0.0,198.589486,0.028251,198.561235,0.0,0.0
06/1994,Burgos,Terrestre,0.08806,0.08806,0.0,195.888166,0.028251,195.859915,0.0,0.0
05/1994,Burgos,Terrestre,0.08806,0.08806,0.0,196.78642,0.028251,196.758169,0.0,0.0
04/1994,Burgos,Terrestre,0.08806,0.08806,0.0,200.076753,0.028251,200.048502,0.0,0.0
03/1994,Burgos,Terrestre,0.08806,0.08806,0.0,194.431123,0.028251,194.402872,0.0,0.0
02/1994,Burgos,Terrestre,0.08806,0.08806,0.0,188.533219,0.028251,188.504968,0.0,0.0
01/1994,Burgos,Terrestre,0.08806,0.08806,0.0,196.58909,0.028251,196.560839,0.0,0.0
12/1993,Burgos,Terrestre,0.087248,0.087248,0.0,196.522429,0.027796,196.494633,0.0,0.0
11/1993,Burgos,Terrestre,0.08177,0.08177,0.0,200.494202,0.02472,200.469482,0.0,0.0
10/1993,Burgos,Terrestre,0.087451,0.087451,0.0,201.486982,0.027909,201.459073,0.0,0.0
09/1993,Burgos,Terrestre,0.08827,0.08827,0.0,204.077378,0.028251,204.049127,0.0,0.0
08/1993,Burgos,Terrestre,0.09435,0.09435,0.0,204.354094,0.028251,204.325843,0.0,0.0
07/1993,Burgos,Terrestre,0.092727,0.092727,0.0,173.680161,0.027796,173.652365,0.0,0.0
06/1993,Burgos,Terrestre,0.082189,0.082189,0.0,208.584355,0.024838,208.559517,0.0,0.0
05/1993,Burgos,Terrestre,0.09435,0.09435,0.0,192.186445,0.028251,192.158194,0.0,0.0
04/1993,Burgos,Terrestre,0.09435,0.09435,0.0,215.921739,0.028251,215.893488,0.0,0.0
03/1993,Burgos,Terrestre,0.09435,0.09435,0.0,189.938222,0.028251,189.909971,0.0,0.0
02/1993,Burgos,Terrestre,0.100191,0.100191,0.0,200.331502,0.027621,200.303881,0.0,0.0
01/1993,Burgos,Terrestre,0.10693,0.10693,0.0,133.643375,0.031783,133.611592,0.0,0.0
12/1992,Burgos,Terrestre,0.10693,0.10693,0.0,202.22523,0.031783,202.193447,0.0,0.0
11/1992,Burgos,Terrestre,0.107559,0.107559,0.0,195.93924,0.0319,195.90734,0.0,0.0
10/1992,Burgos,Terrestre,0.11951,0.11951,0.0,235.202678,0.035314,235.167364,0.0,0.0
09/1992,Burgos,Terrestre,0.11951,0.11951,0.0,239.865231,0.035314,239.829917,0.0,0.0
08/1992,Burgos,Terrestre,0.13351,0.13351,0.0,225.673652,0.038504,225.635148,0.0,0.0
07/1992,Burgos,Terrestre,0.13209,0.13209,0.0,239.193121,0.038504,239.154617,0.0,0.0
06/1992,Burgos,Terrestre,0.1258,0.1258,0.0,233.667633,0.035314,233.632319,0.0,0.0
05/1992,Burgos,Terrestre,0.1258,0.1258,0.0,232.901764,0.035314,232.86645,0.0,0.0
04/1992,Burgos,Terrestre,0.1258,0.1258,0.0,226.611746,0.035314,226.576432,0.0,0.0
03/1992,Burgos,Terrestre,0.1258,0.1258,0.0,222.858476,0.035314,222.823162,0.0,0.0
02/1992,Burgos,Terrestre,0.130138,0.130138,0.0,213.737782,0.037749,213.700033,0.0,0.0
01/1992,Burgos,Terrestre,0.141423,0.141423,0.0,227.261726,0.094796,227.16693,0.0,0.0
12/1991,Burgos,Terrestre,0.134,0.134,0.0,221.662,0.178,221.484,0.0,0.0
11/1991,Burgos,Terrestre,0.14,0.14,0.0,231.804,0.361,231.443,0.0,0.0
10/1991,Burgos,Terrestre,0.216,0.216,0.0,228.078,0.469,227.609,0.0,0.0
09/1991,Burgos,Terrestre,0.177,0.177,0.0,225.656,0.395,225.261,0.0,0.0
08/1991,Burgos,Terrestre,0.182,0.182,0.0,210.725,0.554,210.171,0.0,0.0
07/1991,Burgos,Terrestre,0.255,0.255,0.0,209.483,0.561,208.922,0.0,0.0
06/1991,Burgos,Terrestre,0.275,0.275,0.0,219.319,0.455,218.864,0.0,0.0
05/1991,Burgos,Terrestre,0.264,0.264,0.0,229.644997,0.367,229.277997,0.0,0.0
04/1991,Burgos,Terrestre,0.298,0.298,0.0,222.481014,0.542,221.939014,0.0,0.0
03/1991,Burgos,Terrestre,0.297,0.297,0.0,218.962992,0.615,218.347992,0.0,0.0
02/1991,Burgos,Terrestre,0.359,0.359,0.0,224.623005,0.8,223.823005,0.0,0.0
01/1991,Burgos,Terrestre,0.34,0.34,0.0,223.901999,0.835,223.066999,0.0,0.0
12/1990,Burgos,Terrestre,0.271,0.271,0.0,227.627,0.686,226.941,0.0,0.0
11/1990,Burgos,Terrestre,0.31,0.31,0.0,231.685,0.733,230.952,0.0,0.0
10/1990,Burgos,Terrestre,0.315,0.315,0.0,231.817,0.746,231.071,0.0,0.0
09/1990,Burgos,Terrestre,0.316,0.316,0.0,231.669,0.805,230.864,0.0,0.0
08/1990,Burgos,Terrestre,0.388,0.388,0.0,229.751,0.763,228.988,0.0,0.0
07/1990,Burgos,Terrestre,0.363,0.363,0.0,228.914,0.81,228.104,0.0,0.0
06/1990,Burgos,Terrestre,0.374,0.374,0.0,233.84,0.861,232.979,0.0,0.0
05/1990,Burgos,Terrestre,0.379,0.379,0.0,234.948,0.587,234.361,0.0,0.0
04/1990,Burgos,Terrestre,0.386,0.386,0.0,236.882,0.697,236.185,0.0,0.0
03/1990,Burgos,Terrestre,0.512,0.512,0.0,239.723,0.706,239.017,0.0,0.0
02/1990,Burgos,Terrestre,0.515,0.515,0.0,242.37,0.722,241.648,0.0,0.0
01/1990,Burgos,Terrestre,0.442,0.442,0.0,232.002,0.813,231.189,0.0,0.0
12/1989,Burgos,Terrestre,0.498128,0.498128,0.0,225.903608,0.78782,225.115788,0.0,0.0
11/1989,Burgos,Terrestre,0.626694,0.626694,0.0,234.695503,0.631298,234.064205,0.0,0.0
10/1989,Burgos,Terrestre,0.667755,0.667755,0.0,220.135884,0.695927,219.439957,0.0,0.0
09/1989,Burgos,Terrestre,0.701126,0.701126,0.0,219.286622,0.926847,218.359775,0.0,0.0
08/1989,Burgos,Terrestre,0.792135,0.792135,0.0,223.390958,0.76043,222.630528,0.0,0.0
07/1989,Burgos,Terrestre,0.609927,0.609927,0.0,229.71119,0.403453,229.307737,0.0,0.0
06/1989,Burgos,Terrestre,0.393125,0.393125,0.0,221.531359,0.506696,221.024663,0.0,0.0
05/1989,Burgos,Terrestre,0.330732,0.330732,0.0,225.76566,0.273935,225.491725,0.0,0.0
04/1989,Burgos,Terrestre,0.363982,0.363982,0.0,227.718875,0.315749,227.403126,0.0,0.0
03/1989,Burgos,Terrestre,0.24531,0.24531,0.0,229.641222,0.48914,229.152082,0.0,0.0
02/1989,Burgos,Terrestre,0.273166,0.273166,0.0,221.76426,0.481034,221.283226,0.0,0.0
01/1989,Burgos,Terrestre,0.342501,0.342501,0.0,218.455572,0.405478,218.050094,0.0,0.0
12/1988,Burgos,Terrestre,0.324638,0.324638,0.0,213.455,0.923,212.532,0.0,0.0
11/1988,Burgos,Terrestre,0.431488,0.431488,0.0,219.244,0.494,218.75,0.0,0.0
10/1988,Burgos,Terrestre,0.356805,0.356805,0.0,218.954,0.417,218.537,0.0,0.0
09/1988,Burgos,Terrestre,0.300308,0.300308,0.0,220.819,0.505,220.314,0.0,0.0
08/1988,Burgos,Terrestre,0.308813,0.308813,0.0,217.448,0.52,216.928,0.0,0.0
07/1988,Burgos,Terrestre,0.318552,0.318552,0.0,216.297,0.759,215.538,0.0,0.0
06/1988,Burgos,Terrestre,0.318987,0.318987,0.0,216.017,0.659,215.358,0.0,0.0
05/1988,Burgos,Terrestre,0.321189,0.321189,0.0,224.919,0.723,224.196,0.0,0.0
04/1988,Burgos,Terrestre,0.339864,0.339864,0.0,224.173,0.691,223.482,0.0,0.0
03/1988,Burgos,Terrestre,0.363191,0.363191,0.0,227.125,0.641,226.484,0.0,0.0
02/1988,Burgos,Terrestre,0.419185,0.419185,0.0,242.023,0.595,241.428,0.0,0.0
01/1988,Burgos,Terrestre,0.394852,0.394852,0.0,246.301,0.679,245.622,0.0,0.0
12/1987,Burgos,Terrestre,0.404,0.404,0.0,246.386,0.611,245.775,0.0,0.0
11/1987,Burgos,Terrestre,0.392,0.392,0.0,256.536,0.594,255.942,0.0,0.0
10/1987,Burgos,Terrestre,0.39,0.39,0.0,242.676,0.899,241.777,0.0,0.0
09/1987,Burgos,Terrestre,0.382,0.382,0.0,248.994,0.754,248.24,0.0,0.0
08/1987,Burgos,Terrestre,0.387,0.387,0.0,260.219,0.873,259.346,0.0,0.0
07/1987,Burgos,Terrestre,0.366,0.366,0.0,260.522,0.112,260.41,0.0,0.0
06/1987,Burgos,Terrestre,0.361,0.361,0.0,258.283,0.54,257.743,0.0,0.0
05/1987,Burgos,Terrestre,0.388,0.388,0.0,261.993,0.577,261.416,0.0,0.0
04/1987,Burgos,Terrestre,0.411,0.411,0.0,262.4739,0.58,261.8939,0.0,0.0
03/1987,Burgos,Terrestre,0.375,0.375,0.0,254.733,0.261,254.472,0.0,0.0
02/1987,Burgos,Terrestre,0.421,0.421,0.0,256.7585,0.517,256.2415,0.0,0.0
01/1987,Burgos,Terrestre,0.40191,0.40191,0.0,261.121,0.264,260.857,0.0,0.0
12/1986,Burgos,Terrestre,0.402,0.402,0.0,266.186549,0.575426,265.611123,0.0,0.0
11/1986,Burgos,Terrestre,0.388,0.388,0.0,265.148445,0.495538,264.652907,0.0,0.0
10/1986,Burgos,Terrestre,0.45,0.45,0.0,273.141721,1.285389,271.856332,0.0,0.0
09/1986,Burgos,Terrestre,0.425,0.425,0.0,271.655893,0.985299,270.670594,0.0,0.0
08/1986,Burgos,Terrestre,0.411,0.411,0.0,260.663383,0.880582,259.782801,0.0,0.0
07/1986,Burgos,Terrestre,0.411,0.411,0.0,259.851125,0.933816,258.917309,0.0,0.0
06/1986,Burgos,Terrestre,0.388,0.388,0.0,265.785911,0.989671,264.79624,0.0,0.0
05/1986,Burgos,Terrestre,0.424,0.424,0.0,275.985533,0.941916,275.043617,0.0,0.0
04/1986,Burgos,Terrestre,0.389,0.389,0.0,276.060429,1.445476,274.614953,0.0,0.0
03/1986,Burgos,Terrestre,0.395,0.395,0.0,277.771837,1.605125,276.166712,0.0,0.0
02/1986,Burgos,Terrestre,0.428,0.428,0.0,264.000527,1.281511,262.719016,0.0,0.0
01/1986,Burgos,Terrestre,0.425,0.425,0.0,267.208415,1.174533,266.033882,0.0,0.0
12/1985,Burgos,Terrestre,0.433419,0.433419,0.0,268.668083,1.534786,267.133297,0.0,0.0
11/1985,Burgos,Terrestre,0.415333,0.415333,0.0,268.386775,1.467383,266.919392,0.0,0.0
10/1985,Burgos,Terrestre,0.417355,0.417355,0.0,260.127329,1.876233,258.251096,0.0,0.0
