Numero;Tipo_de_incidente;DSC_GRAVIDADE_TIPO;DSC_QUASE_ACIDENTE_ACIDENTE
2408/000016;SSO - Quase acidente de alto potencial;;
2408/000017;SSO - Quase acidente de alto potencial;;
2408/000017;SSO - Queda de objetos;;
2408/000018;SSO - Descarga significante de óleo;;
2408/000018;SSO - Perda de contenção primária significante de óleo;;
2408/000019;SSO - Descarga significante de óleo;;
2408/000019;SSO - Perda de contenção primária significante de óleo;;
2408/000020;SSO - Falha do sistema de ancoragem;;
2408/000021;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000022;Constatação de mancha de origem indeterminada;MODERADO;Acidente
2408/000023;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000023;SSO - Perda de contenção primária significante de óleo;;
2408/000024;SSO - Quase acidente de alto potencial;;
2408/000024;SSO - Queda de objetos;;
2408/000025;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000026;SSO - Perda de contenção primária significante de óleo;;
2408/000027;SSO - Constatação de mancha de origem indeterminada;;
2408/000028;SSO - Perda de contenção primária significante de água produzida;;
2408/000029;SSO - Quase acidente de alto potencial;;
2408/000029;SSO - Queda de objetos;;
2408/000030;SSO - Quase acidente de alto potencial;;
2408/000030;SSO - Queda de objetos;;
2408/000031;SSO - Quase acidente de alto potencial;;
2408/000031;SSO - Queda de objetos;;
2408/000032;SSO - Queda no mar de equipamento ou material;;
2408/000033;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000034;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000035;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000036;SSO - Quase acidente de alto potencial;;
2408/000036;SSO - Queda de objetos;;
2408/000037;SSO - Ferimento grave;;
2408/000038;SSO - Descarte fora de especificação de água produzida;;
2408/000039;SSO - Descarte fora de especificação de água produzida;;
2408/000040;SSO - Descarte fora de especificação de água produzida;;
2408/000041;SSO - Perda de contenção primária significante de fluido de perfuração, completação ou intervenção em poços;;
2408/000042;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000043;SSO - Ferimento grave;;
2408/000044;SSO - Perda de contenção primária maior de água produzida;;
2408/000045;SSO - Descarga significante de óleo;;
2408/000045;SSO - Perda de contenção primária significante de óleo;;
2408/000046;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000047;Homem ao mar;MODERADO;Quase acidente
2408/000048;SSO - Quase acidente de alto potencial;;
2408/000048;SSO - Queda de objetos;;
2408/000049;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000050;Ferimento com afastamento por mais de 3 (três) dias;LEVE;Acidente
2408/000051;SSO - Descarte fora de especificação de água produzida;;
2408/000051;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000051;SSO - Queima ou emissão de gás por motivo de emergência;;
2408/000052;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000052;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000053;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000053;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000054;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000055;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000055;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000056;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000057;SSO - Ferimento com afastamento de 1 (um) a 3 (três) dias;;
2408/000058;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000058;SSO - Quase acidente de alto potencial;;
2408/000059;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000060;SSO - Falha no Blowout Preventer (BOP);;
2408/000061;SSO - Quase acidente de alto potencial;;
2408/000061;SSO - Queda de objetos;;
2408/000062;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000063;SSO - Descarga significante de água de injeção;;
2408/000063;SSO - Perda de contenção primária significante de água de injeção;;
2408/000064;SSO - Falha de sistema crítico de segurança operacional;;
2408/000065;SSO - Quase acidente de alto potencial;;
2408/000065;SSO - Queda de objetos;;
2408/000066;SSO - Descarga menor de óleo;;
2408/000067;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000068;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000069;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2408/000069;SSO - Quase acidente de alto potencial;;
2408/000070;SSO - Surto de doença infectocontagiosa ou transmitida por alimentos;;
2408/000071;SSO - Falha de sistema crítico de segurança operacional;;
2408/000071;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000071;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000071;SSO - Queima ou emissão de gás por motivo de emergência;;
2408/000072;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000072;SSO - Queima ou emissão de gás por motivo de emergência;;
2408/000073;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000073;SSO - Queima ou emissão de gás por motivo de emergência;;
2408/000074;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000075;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2408/000076;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000078;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000079;SSO - Constatação de mancha de origem indeterminada;;
2408/000080;SSO - Descarga menor de óleo;;
2408/000081;SSO - Ferimento com afastamento de 1 (um) a 3 (três) dias;;
2408/000082;SSO - Falha do sistema de ancoragem;;
2408/000083;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000084;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000085;SSO - Princípio de incêndio;;
2408/000086;SSO - Descarte fora de especificação de água produzida;;
2408/000086;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000087;SSO - Queda de objetos;;
2408/000088;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000089;SSO - Descarga significante de óleo;;
2408/000089;SSO - Perda de contenção primária significante de óleo;;
2408/000090;SSO - Ferimento grave;;
2408/000091;SSO - Quase acidente de alto potencial;;
2408/000091;SSO - Queda de objetos;;
2408/000092;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000093;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2408/000094;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000095;SSO - Quase acidente de alto potencial;;
2408/000095;SSO - Queda de objetos;;
2408/000096;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000097;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000098;SSO - Perda de contenção primária significante de substância nociva ou perigosa;;
2408/000099;SSO - Queda no mar de equipamento ou material;;
2408/000100;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000100;SSO - Perda maior de controle de poço;;
2408/000101;SSO - Incêndio menor;;
2408/000102;SSO - Quase acidente de alto potencial;;
2408/000102;SSO - Queda de objetos;;
2408/000103;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000104;SSO - Quase acidente de alto potencial;;
2408/000104;SSO - Queda de objetos;;
2408/000105;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000105;SSO - Queima ou emissão de gás por motivo de emergência;;
2408/000106;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000106;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000107;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000107;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000108;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000108;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000109;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000109;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000110;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000111;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000112;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000113;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000114;SSO - Quase acidente de alto potencial;;
2408/000114;SSO - Queda de objetos;;
2408/000115;SSO - Descarga significante de água de injeção;;
2408/000115;SSO - Perda de contenção primária significante de água de injeção;;
2408/000116;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000117;SSO - Descarga significante de substância nociva ou perigosa;;
2408/000117;SSO - Falha no Blowout Preventer (BOP);;
2408/000117;SSO - Perda de contenção primária significante de substância nociva ou perigosa;;
2408/000118;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000119;SSO - Queda no mar de equipamento ou material;;
2408/000120;SSO - Descarga significante de óleo;;
2408/000120;SSO - Perda de contenção primária significante de óleo;;
2408/000121;SSO - Quase acidente de alto potencial;;
2408/000121;SSO - Queda de objetos;;
2408/000122;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000123;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000123;SSO - Princípio de incêndio;;
2408/000124;SSO - Descarga menor de substância nociva ou perigosa;;
2408/000124;SSO - Falha no Blowout Preventer (BOP);;
2408/000125;SSO - Princípio de incêndio;;
2408/000126;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2408/000127;SSO - Descarga menor de óleo;;
2408/000127;SSO - Perda de contenção primária significante de óleo;;
2408/000128;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000129;SSO - Descarga significante de substância nociva ou perigosa;;
2408/000129;SSO - Falha no Blowout Preventer (BOP);;
2408/000130;SSO - Descarga menor de água oleosa;;
2408/000131;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000132;SSO - Descarga maior de água de injeção;;
2408/000132;SSO - Perda de contenção primária maior de água de injeção;;
2408/000133;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000133;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000133;SSO - Queima ou emissão de gás por motivo de emergência;;
2408/000134;SSO - Quase acidente de alto potencial;;
2408/000134;SSO - Queda de objetos;;
2408/000135;SSO - Descarga menor de substância nociva ou perigosa;;
2408/000136;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000137;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000137;SSO - Perda de contenção primária significante de óleo;;
2408/000138;SSO - Quase acidente de alto potencial;;
2408/000138;SSO - Queda de objetos;;
2408/000139;SSO - Perda de contenção primária significante de óleo;;
2408/000140;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2408/000141;SSO - Descarga significante de água produzida;;
2408/000141;SSO - Perda de contenção primária significante de água produzida;;
2408/000142;SSO - Descarga significante de água produzida;;
2408/000142;SSO - Perda de contenção primária significante de água produzida;;
2408/000143;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000144;SSO - Abalroamento menor;;
2408/000144;SSO - Quase acidente de alto potencial;;
2408/000145;SSO - Perda de contenção primária significante de substância nociva ou perigosa;;
2408/000146;SSO - Quase acidente de alto potencial;;
2408/000146;SSO - Queda de objetos;;
2408/000147;SSO - Perda de contenção primária significante de óleo;;
2408/000148;SSO - Descarga significante de óleo;;
2408/000148;SSO - Perda de contenção primária significante de óleo;;
2408/000149;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000149;SSO - Queima ou emissão de gás por motivo de emergência;;
2408/000150;SSO - Perda de contenção primária significante de óleo;;
2408/000151;SSO - Quase acidente de alto potencial;;
2408/000151;SSO - Queda de objetos;;
2408/000152;SSO - Perda de contenção primária significante de óleo;;
2408/000153;SSO - Descarga menor de óleo;;
2408/000154;SSO - Ferimento grave;;
2408/000155;SSO - Descarga significante de óleo;;
2408/000155;SSO - Perda de contenção primária significante de óleo;;
2408/000156;SSO - Quase acidente de alto potencial;;
2408/000156;SSO - Queda de objetos;;
2408/000157;SSO - Ferimento com afastamento de 1 (um) a 3 (três) dias;;
2408/000158;SSO - Perda de circulação;;
2408/000159;SSO - Descarga significante de óleo;;
2408/000159;SSO - Perda de contenção primária significante de óleo;;
2408/000160;SSO - Descarte fora de especificação de água produzida;;
2408/000161;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2408/000162;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000163;SSO - Descarga significante de óleo;;
2408/000163;SSO - Perda de contenção primária significante de óleo;;
2408/000164;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2408/000165;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000166;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000167;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2408/000168;SSO - Descarga significante de óleo;;
2408/000168;SSO - Perda de contenção primária significante de óleo;;
2408/000169;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000169;SSO - Queima ou emissão de gás por motivo de emergência;;
2408/000170;SSO - Descarga significante de água de injeção;;
2408/000170;SSO - Perda de contenção primária significante de água de injeção;;
2408/000171;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000172;SSO - Queda no mar de equipamento ou material;;
2408/000173;SSO - Descarga menor de óleo;;
2408/000175;SSO - Perda de contenção primária significante de óleo;;
2408/000176;SSO - Descarga maior de óleo;;
2408/000176;SSO - Perda de contenção primária maior de óleo;;
2408/000176;SSO - Perda de contenção primária significante de óleo;;
2408/000177;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000178;SSO - Descarga significante de substância nociva ou perigosa;;
2408/000178;SSO - Perda de contenção primária significante de substância nociva ou perigosa;;
2408/000179;SSO - Vazamento de H2S;;
2408/000180;Descarga menor de óleo;LEVE;Acidente
2408/000181;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000182;SSO - Falha no Blowout Preventer (BOP);;
2408/000183;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000184;SSO - Perda de contenção primária significante de água produzida;;
2408/000185;SSO - Quase acidente de alto potencial;;
2408/000185;SSO - Queda de objetos;;
2408/000186;SSO - Ferimento grave;;
2408/000187;SSO - Quase acidente de alto potencial;;
2408/000187;SSO - Queda de objetos;;
2408/000188;Descarga menor de substância nociva ou perigosa;LEVE;Acidente
2408/000189;SSO - Quase acidente de alto potencial;;
2408/000189;SSO - Queda de objetos;;
2408/000190;SSO - Descarga significante de água produzida;;
2408/000190;SSO - Perda de contenção primária significante de água produzida;;
2408/000191;SSO - Descarga significante de óleo;;
2408/000191;SSO - Perda de contenção primária significante de óleo;;
2408/000192;SSO - Descarga menor de substância nociva ou perigosa;;
2408/000193;Ferimento com afastamento de 1 (um) a 3 (três) dias;LEVE;Acidente
2408/000194;SSO - Queima ou emissão de gás por motivo de emergência;;
2408/000195;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2408/000196;SSO - Aprisionamento de coluna;;
2408/000196;SSO - Perda de fonte radioativa;;
2408/000197;SSO - Vazamento de H2S;;
2408/000198;SSO - Falha no Blowout Preventer (BOP);;
2408/000199;SSO - Descarga menor de substância nociva ou perigosa;;
2408/000200;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000201;SSO - Perda de contenção primária significante de óleo;;
2408/000202;SSO - Falha no Blowout Preventer (BOP);;
2408/000203;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000203;SSO - Perda de contenção primária significante de óleo;;
2408/000204;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000204;SSO - Perda de circulação;;
2408/000205;SSO - Quase acidente de alto potencial;;
2408/000205;SSO - Queda de objetos;;
2408/000206;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000207;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000208;SSO - Descarga significante de óleo;;
2408/000208;SSO - Perda de contenção primária significante de óleo;;
2408/000209;SSO - Descarte fora de especificação de água produzida;;
2408/000210;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2408/000211;SSO - Descarte fora de especificação de água produzida;;
2408/000212;SSO - Quase acidente de alto potencial;;
2408/000212;SSO - Queda de objetos;;
2408/000213;SSO - Quase acidente de alto potencial;;
2408/000214;SSO - Perda de contenção primária maior de água oleosa;;
2408/000214;SSO - Vazamento de H2S;;
2408/000215;SSO - Descarga menor de substância nociva ou perigosa;;
2408/000215;SSO - Falha no Blowout Preventer (BOP);;
2408/000216;SSO - Descarte fora de especificação de água produzida;;
2408/000217;SSO - Descarte fora de especificação de água produzida;;
2408/000218;SSO - Descarte fora de especificação de água produzida;;
2408/000219;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000220;SSO - Quase acidente de alto potencial;;
2408/000220;SSO - Queda de objetos;;
2408/000221;SSO - Descarga significante de óleo;;
2408/000221;SSO - Perda de contenção primária significante de óleo;;
2408/000222;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000223;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000224;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000225;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000225;SSO - Perda de contenção primária significante de substância nociva ou perigosa;;
2408/000226;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000228;SSO - Quase acidente de alto potencial;;
2408/000228;SSO - Queda de objetos;;
2408/000229;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000230;SSO - Descarga significante de óleo;;
2408/000230;SSO - Perda de contenção primária significante de óleo;;
2408/000231;SSO - Descarga menor de óleo;;
2408/000232;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000233;SSO - Quase acidente de alto potencial;;
2408/000234;Ferimento com afastamento de 1 (um) a 3 (três) dias;LEVE;Acidente
2408/000235;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000236;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000237;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000238;SSO - Quase acidente de alto potencial;;
2408/000238;SSO - Queda de objetos;;
2408/000240;SSO - Quase acidente de alto potencial;;
2408/000240;SSO - Queda de objetos;;
2408/000241;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2408/000242;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2408/000243;SSO - Quase acidente de alto potencial;;
2408/000243;SSO - Queda de objetos;;
2408/000244;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000001;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000002;Descarga menor de substância nociva ou perigosa;LEVE;Acidente
2409/000003;SSO - Descarte fora de especificação de água produzida;;
2409/000004;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000005;SSO - Quase acidente de alto potencial;;
2409/000005;SSO - Queda de objetos;;
2409/000006;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000007;SSO - Falha no Blowout Preventer (BOP);;
2409/000008;SSO - Falha no Blowout Preventer (BOP);;
2409/000009;SSO - Perda de contenção primária significante de água produzida;;
2409/000010;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000011;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000012;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2409/000013;SSO - Descarga menor de substância nociva ou perigosa;;
2409/000013;SSO - Falha no Blowout Preventer (BOP);;
2409/000014;SSO - Quase acidente de alto potencial;;
2409/000015;SSO - Quase acidente de alto potencial;;
2409/000015;SSO - Queda de objetos;;
2409/000016;SSO - Falha de sistema crítico de segurança operacional;;
2409/000016;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000017;SSO - Incêndio menor;;
2409/000017;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000018;SSO - Perda de contenção primária maior de óleo;;
2409/000019;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000020;SSO - Ferimento grave;;
2409/000021;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2409/000022;SSO - Princípio de incêndio;;
2409/000023;Descarga menor de óleo;LEVE;Acidente
2409/000024;Descarga menor de óleo;LEVE;Acidente
2409/000025;SSO - Princípio de incêndio;;
2409/000026;SSO - Descarga significante de óleo;;
2409/000026;SSO - Perda de contenção primária significante de óleo;;
2409/000027;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000028;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000029;SSO - Falha de sistema crítico de segurança operacional;;
2409/000029;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000029;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000030;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000031;SSO - Ferimento com afastamento de 1 (um) a 3 (três) dias;;
2409/000032;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000033;SSO - Princípio de incêndio;;
2409/000034;SSO - Falha no Blowout Preventer (BOP);;
2409/000035;SSO - Perda de contenção primária significante de água de injeção;;
2409/000036;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000036;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000036;SSO - Vazamento maior de gás inflamável;;
2409/000037;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000037;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000038;SSO - Descarga significante de óleo;;
2409/000038;SSO - Perda de contenção primária significante de óleo;;
2409/000039;SSO - Descarga significante de água de injeção;;
2409/000039;SSO - Perda de contenção primária significante de água de injeção;;
2409/000040;SSO - Perda de circulação;;
2409/000042;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000043;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000044;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000045;Descarga menor de óleo;LEVE;Acidente
2409/000046;SSO - Descarga significante de água de injeção;;
2409/000046;SSO - Perda de contenção primária significante de água de injeção;;
2409/000047;SSO - Quase acidente de alto potencial;;
2409/000047;SSO - Queda de objetos;;
2409/000048;SSO - Quase acidente de alto potencial;;
2409/000048;SSO - Queda de objetos;;
2409/000049;SSO - Quase acidente de alto potencial;;
2409/000049;SSO - Queda de objetos;;
2409/000050;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2409/000051;SSO - Perda de circulação;;
2409/000052;SSO - Perda de contenção primária significante de fluido de perfuração, completação ou intervenção em poços;;
2409/000053;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000054;SSO - Descarga menor de fluido de perfuração, completação ou intervenção em poços;;
2409/000055;SSO - Quase acidente de alto potencial;;
2409/000056;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000057;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000058;SSO - Princípio de incêndio;;
2409/000059;SSO - Quase acidente de alto potencial;;
2409/000059;SSO - Queda de objetos;;
2409/000060;SSO - Descarga significante de óleo;;
2409/000060;SSO - Perda de contenção primária significante de óleo;;
2409/000061;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2409/000062;SSO - Descarga significante de óleo;;
2409/000062;SSO - Perda de contenção primária significante de óleo;;
2409/000063;SSO - Descarga menor de fluido de perfuração, completação ou intervenção em poços;;
2409/000064;SSO - Quase acidente de alto potencial;;
2409/000064;SSO - Queda de objetos;;
2409/000065;SSO - Perda de circulação;;
2409/000066;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000067;SSO - Princípio de incêndio;;
2409/000068;SSO - Descarga significante de água de injeção;;
2409/000068;SSO - Perda de contenção primária significante de água de injeção;;
2409/000069;SSO - Perda de circulação;;
2409/000070;SSO - Descarga significante de óleo;;
2409/000070;SSO - Perda de contenção primária significante de óleo;;
2409/000071;SSO - Descarga menor de substância nociva ou perigosa;;
2409/000072;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2409/000073;SSO - Descarga menor de fluido de perfuração, completação ou intervenção em poços;;
2409/000074;Descarga menor de substância nociva ou perigosa;LEVE;Acidente
2409/000075;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000076;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000077;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000077;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000078;SSO - Descarga significante de óleo;;
2409/000078;SSO - Perda de contenção primária significante de óleo;;
2409/000079;SSO - Quase acidente de alto potencial;;
2409/000079;SSO - Queda de objetos;;
2409/000080;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000081;SSO - Quase acidente de alto potencial;;
2409/000082;SSO - Perda de circulação;;
2409/000083;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2409/000083;SSO - Quase acidente de alto potencial;;
2409/000083;SSO - Queda de objetos;;
2409/000084;SSO - Ferimento grave;;
2409/000085;SSO - Perda de contenção primária significante de óleo;;
2409/000085;SSO - Descarga significante de óleo;;
2409/000086;SSO - Princípio de incêndio;;
2409/000087;SSO - Princípio de incêndio;;
2409/000088;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2409/000089;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2409/000090;SSO - Descarga significante de óleo;;
2409/000090;SSO - Perda de contenção primária significante de óleo;;
2409/000091;SSO - Parâmetro de monitoramento de CSB fora do limite de projeto;;
2409/000092;SSO - Descarga significante de água de injeção;;
2409/000092;SSO - Perda de contenção primária significante de água de injeção;;
2409/000093;SSO - Descarga significante de óleo;;
2409/000093;SSO - Perda de contenção primária significante de óleo;;
2409/000094;SSO - Princípio de incêndio;;
2409/000095;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000095;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000096;SSO - Descarga significante de água de injeção;;
2409/000096;SSO - Perda de contenção primária significante de água de injeção;;
2409/000097;SSO - Quase acidente de alto potencial;;
2409/000097;SSO - Queda de objetos;;
2409/000098;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000099;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2409/000099;SSO - Quase acidente de alto potencial;;
2409/000099;SSO - Queda de objetos;;
2409/000100;Descarga menor de substância nociva ou perigosa;LEVE;Acidente
2409/000101;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000102;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000103;SSO - Queda de objetos;;
2409/000104;SSO - Quase acidente de alto potencial;;
2409/000104;SSO - Queda de objetos;;
2409/000105;SSO - Quase acidente de alto potencial;;
2409/000106;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2409/000107;SSO - Perda de circulação;;
2409/000108;SSO - Descarga menor de óleo;;
2409/000109;SSO - Quase acidente de alto potencial;;
2409/000110;SSO - Descarga significante de fluido de perfuração, completação ou intervenção em poços;;
2409/000110;SSO - Desconexão de emergência;;
2409/000110;SSO - Perda de posicionamento;;
