COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,
POZOS TERMINADOS,,,,,
,,,,,
Datos a diciembre - 2024.,,,,,
,,,,,
FECHA,CUENCA,CATEGORIA_POZO,UBICACION,OPERADOR,POZOS_TERMINADOS
10/2015,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
10/2015,Cinturón Plegado de Chiapas,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2015,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
10/2015,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,7
10/2015,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
10/2015,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,9
10/2015,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2015,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
11/2015,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,8
11/2015,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
11/2015,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
11/2015,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
12/2015,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
12/2015,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
12/2015,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,7
12/2015,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
12/2015,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
12/2015,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2015,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
12/2015,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,10
01/2016,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,3
01/2016,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
01/2016,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,5
01/2016,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2016,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
01/2016,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
01/2016,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,10
02/2016,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
02/2016,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
02/2016,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,5
02/2016,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
02/2016,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,16
02/2016,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
03/2016,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
03/2016,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
03/2016,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,9
03/2016,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
03/2016,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
03/2016,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,2
03/2016,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
04/2016,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
04/2016,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,5
04/2016,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2016,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,2
05/2016,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
05/2016,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,5
05/2016,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,2
05/2016,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,2
06/2016,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
06/2016,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
06/2016,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
06/2016,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
06/2016,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
07/2016,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
07/2016,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,4
07/2016,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,2
08/2016,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3
08/2016,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,3
08/2016,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
09/2016,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
09/2016,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
09/2016,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
10/2016,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
10/2016,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
10/2016,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
10/2016,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
11/2016,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
11/2016,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2016,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
11/2016,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2016,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
12/2016,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
12/2016,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
12/2016,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2016,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
01/2017,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
01/2017,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
01/2017,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
01/2017,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
01/2017,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
02/2017,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
02/2017,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
02/2017,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
02/2017,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
03/2017,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
03/2017,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
03/2017,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,4
04/2017,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
04/2017,Cuencas del Sureste,Exploración,Aguas someras,"Eni México, S. de R.L. de C.V.",1
04/2017,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
05/2017,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
05/2017,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
05/2017,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
05/2017,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
05/2017,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
06/2017,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
06/2017,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
06/2017,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
06/2017,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,3
07/2017,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
07/2017,Cuencas del Sureste,Exploración,Aguas someras,"Talos Energy Offshore Mexico 7, S. de R.L. de C.V.",1
07/2017,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
08/2017,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
08/2017,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
08/2017,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
08/2017,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2017,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,2
09/2017,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
09/2017,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
09/2017,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,3
10/2017,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
10/2017,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2017,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
11/2017,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2017,Cuencas del Sureste,Exploración,Aguas someras,"Fieldwood Energy E&P México, S. de R.L. de C.V.",1
11/2017,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
11/2017,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2017,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,2
11/2017,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2017,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
12/2017,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
12/2017,Cuencas del Sureste,Exploración,Aguas someras,"Eni México, S. de R.L. de C.V.",1
12/2017,Cuencas del Sureste,Exploración,Aguas someras,"Fieldwood Energy E&P México, S. de R.L. de C.V.",1
12/2017,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2017,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
12/2017,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
12/2017,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
01/2018,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
01/2018,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
01/2018,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
01/2018,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
02/2018,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3
02/2018,Cuencas del Sureste,Exploración,Aguas someras,"Eni México, S. de R.L. de C.V.",1
02/2018,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
02/2018,Tampico-Misantla,Desarrollo,Terrestre,"Diavaz Offshore, S.A.P.I. de C.V.",1
02/2018,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,13
03/2018,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
03/2018,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
03/2018,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
03/2018,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
03/2018,Tampico-Misantla,Desarrollo,Terrestre,"Diavaz Offshore, S.A.P.I. de C.V.",1
03/2018,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,7
03/2018,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
04/2018,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
04/2018,Cuencas del Sureste,Desarrollo,Terrestre,"Diavaz Offshore, S.A.P.I. de C.V.",1
04/2018,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3
04/2018,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
04/2018,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
04/2018,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,4
04/2018,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
05/2018,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
05/2018,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
05/2018,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,6
05/2018,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
06/2018,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
06/2018,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
06/2018,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
06/2018,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,3
06/2018,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,9
07/2018,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
07/2018,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
07/2018,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,4
07/2018,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
07/2018,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
07/2018,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,10
08/2018,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
08/2018,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
08/2018,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,9
08/2018,Tampico-Misantla,Desarrollo,Terrestre,"Tonalli Energía, S.A.P.I. de C.V.",1
08/2018,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
09/2018,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
09/2018,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
09/2018,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
09/2018,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
09/2018,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
09/2018,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,6
10/2018,Burgos,Desarrollo,Terrestre,"CMM Calibrador, S.A. de C.V.",1
10/2018,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
10/2018,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
10/2018,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
10/2018,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,2
11/2018,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,3
11/2018,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
11/2018,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2018,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2018,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,6
12/2018,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,3
12/2018,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
12/2018,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,6
12/2018,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
12/2018,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2018,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
12/2018,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,6
12/2018,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2019,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
01/2019,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
01/2019,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
01/2019,Golfo de México Profundo,Exploración,Aguas ultra profundas,"BHP Billiton Petróleo Operaciones de México, S. de R.L. de C.V.",1
01/2019,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,4
02/2019,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
02/2019,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
02/2019,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,7
02/2019,Tampico-Misantla,Exploración,Terrestre,"Servicios de Extracción Petrolera Lifting de México, S.A. de C.V.",1
02/2019,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
02/2019,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2019,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,3
03/2019,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
03/2019,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,4
03/2019,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
03/2019,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2019,Golfo de México Profundo,Exploración,Aguas profundas,"Murphy Sur, S. de R.L. de C.V.",1
03/2019,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
03/2019,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,4
03/2019,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
04/2019,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
04/2019,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,5
04/2019,Cuencas del Sureste,Exploración,Aguas someras,"Talos Energy Offshore Mexico 7, S. de R.L. de C.V.",1
04/2019,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,7
05/2019,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
05/2019,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
05/2019,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
05/2019,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,4
05/2019,Cuencas del Sureste,Exploración,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
05/2019,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
05/2019,Cuencas del Sureste,Exploración,Aguas someras,"Talos Energy Offshore Mexico 7, S. de R.L. de C.V.",1
05/2019,Golfo de México Profundo,Exploración,Aguas ultra profundas,"Total E&P Mexico, S.A. de C.V.",1
05/2019,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
05/2019,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
06/2019,Burgos,Desarrollo,Terrestre,"Grupo Mareógrafo, S.A. de C.V.",1
06/2019,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
06/2019,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,8
06/2019,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3
06/2019,Cuencas del Sureste,Desarrollo,Terrestre,"Servicios de Extracción Petrolera Lifting de México, S.A. de C.V.",1
06/2019,Cuencas del Sureste,Exploración,Terrestre,"Mayacaste Oil & Gas, S.A.P.I. de C.V.",1
06/2019,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2019,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
06/2019,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2019,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
07/2019,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",2
07/2019,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
07/2019,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,10
07/2019,Cuencas del Sureste,Desarrollo,Terrestre,"Perseus Fortuna Nacional, S.A. de C.V.",1
07/2019,Cuencas del Sureste,Exploración,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
07/2019,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
07/2019,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,3
07/2019,Tampico-Misantla,Desarrollo,Terrestre,"Diavaz Offshore, S.A.P.I. de C.V.",1
07/2019,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,7
07/2019,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
08/2019,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
08/2019,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,10
08/2019,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
08/2019,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2019,Golfo de México Profundo,Exploración,Aguas ultra profundas,"BHP Billiton Petróleo Operaciones de México, S. de R.L. de C.V.",1
08/2019,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,7
08/2019,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
09/2019,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
09/2019,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
09/2019,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
09/2019,Cuencas del Sureste,Desarrollo,Terrestre,"Secadero Petróleo y Gas, S.A. de C.V.",1
09/2019,Cuencas del Sureste,Exploración,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
09/2019,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
09/2019,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,9
09/2019,Tampico-Misantla,Desarrollo,Terrestre,"Tonalli Energía, S.A.P.I. de C.V.",1
09/2019,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
10/2019,Burgos,Desarrollo,Terrestre,"CMM Calibrador, S.A. de C.V.",1
10/2019,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
10/2019,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",2
10/2019,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1
10/2019,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
10/2019,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3
10/2019,Cuencas del Sureste,Exploración,Aguas someras,"Hokchi Energy, S.A. de C.V.",1
10/2019,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
10/2019,Golfo de México Profundo,Exploración,Aguas profundas,"PC Carigali Mexico Operations, S.A. de C.V.",1
10/2019,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,10
10/2019,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
11/2019,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2019,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
11/2019,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
11/2019,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,4
11/2019,Cuencas del Sureste,Desarrollo,Terrestre,"Secadero Petróleo y Gas, S.A. de C.V.",1
11/2019,Cuencas del Sureste,Exploración,Aguas someras,"Capricorn Energy México, S. de R.L. de C.V.",1
11/2019,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,10
12/2019,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
12/2019,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
12/2019,Cinturón Plegado de Chiapas,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2019,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
12/2019,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,6
12/2019,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
12/2019,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,12
12/2019,Tampico-Misantla,Exploración,Terrestre,"Oleum del Norte, S.A.P.I. de C.V.",1
12/2019,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,3
12/2019,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
12/2019,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2020,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
01/2020,Cuencas del Sureste,Desarrollo,Terrestre,"Deutsche Erdoel México, S. de R.L. de C.V.",1
01/2020,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
01/2020,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,8
01/2020,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2020,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
02/2020,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
02/2020,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
02/2020,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,5
02/2020,Cuencas del Sureste,Exploración,Aguas someras,"Eni México, S. de R.L. de C.V.",1
02/2020,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
02/2020,Tampico-Misantla,Desarrollo,Terrestre,"DS Servicios Petroleros, S.A. de C.V.",2
02/2020,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,7
03/2020,Burgos,Desarrollo,Terrestre,"GS Oil & Gas, S.A.P.I. de C.V.",2
03/2020,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
03/2020,Burgos,Desarrollo,Terrestre,"Servicios Múltiples de Burgos, S.A. de C.V.",1
03/2020,Cuencas del Sureste,Desarrollo,Aguas someras,"Eni México, S. de R.L. de C.V.",1
03/2020,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,8
